,flow,volume,vortex,side_f,side_h1,side_blended,PWG,meta
0,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
1,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
2,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
3,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
4,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
5,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
6,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
7,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
8,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
9,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
10,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
11,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
12,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
13,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
14,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
15,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
16,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
17,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
18,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
19,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
20,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
21,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
22,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
23,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
24,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
25,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
26,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
27,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
28,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
29,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
30,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
31,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
32,,,,,,,ATS268.0,Sidestack A (Red)Downstream B (Green)Mouthpiece A (Red)0% Infill (Blue)
